t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.033,0.0028,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1422,1.5,1.5
13.117,0.0043,-0.0,0.0,0.0675,-0.0039,0.089,0.001,3.2155,1.5,1.5
13.133,0.0055,-0.0,0.0,0.08,0.0012,0.1083,-0.0069,3.2155,1.5,1.5
13.133,0.0055,-0.0,0.0,0.08,0.0012,0.13,-0.0057,3.2155,1.5,1.5
13.167,0.0083,-0.0,0.0,0.0881,0.0003,0.1418,-0.0045,3.2155,1.5,1.5
13.167,0.0083,-0.0,0.0,0.0881,0.0003,0.1468,-0.003,3.2155,1.5,1.5
13.183,0.0102,-0.0,0.0,0.1212,-0.0005,0.1478,0.0008,3.2155,1.5,1.5
13.183,0.0102,-0.0,0.0,0.1212,-0.0005,0.1515,0.0012,3.2155,1.5,1.5
13.2,0.0123,0.0,0.0,0.1376,0.0009,0.1633,0.0017,3.2155,1.5,1.5
13.2,0.0123,0.0,0.0,0.1376,0.0009,0.1828,-0.0008,3.2155,1.5,1.5
13.2,0.0123,0.0,0.0,0.1376,0.0009,0.1916,-0.0005,3.1429,1.5,1.5
13.233,0.0172,0.0,0.0,0.1503,0.0,0.1987,-0.0012,3.1429,1.5,1.5
