t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
9.3,0.002,-0.0,0.0,0.0001,-0.0,0.0,0.0,3.1413,1.5,1.5
9.3,0.002,-0.0,0.0,0.0001,-0.0,0.0,0.0,3.1413,1.5,1.5
9.333,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.333,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.35,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.367,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.367,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.367,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.4,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.4,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1848,1.5,1.5
9.417,0.002,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1848,1.5,1.5
9.417,0.002,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1588,1.5,1.5
9.417,0.002,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1588,1.5,1.5
9.417,0.002,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1588,1.5,1.5
9.45,0.002,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1588,1.5,1.5
9.45,0.002,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1588,1.5,1.5
9.467,0.002,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1588,1.5,1.5
9.467,0.002,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1588,1.5,1.5
9.467,0.002,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1588,1.5,1.5
9.5,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1588,1.5,1.5
9.517,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1588,1.5,1.5
9.517,0.002,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.533,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.533,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.533,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.567,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.583,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.583,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.583,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1529,1.5,1.5
9.617,0.0021,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1529,1.5,1.5
9.617,0.0021,-0.0,0.0,0.0001,0.0001,0.0,0.0,3.1223,1.5,1.5
9.633,0.0021,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1223,1.5,1.5
9.633,0.0021,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1223,1.5,1.5
9.633,0.0021,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1223,1.5,1.5
9.667,0.0021,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1223,1.5,1.5
9.667,0.0021,-0.0,0.0,0.0001,-0.0002,0.0,0.0,3.1223,1.5,1.5
9.683,0.0021,-0.0,0.0,0.0001,-0.0,0.0,0.0,3.1223,1.5,1.5
9.7,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1223,1.5,1.5
9.7,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1223,1.5,1.5
9.7,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1223,1.5,1.5
9.733,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.187,1.5,1.5
9.733,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.187,1.5,1.5
9.75,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.187,1.5,1.5
9.75,0.0021,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.187,1.5,1.5
