t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
10.2,0.0022,-0.0,0.0,0.0001,-0.0001,0.0,0.0,inf,1.5,1.5
10.233,0.0022,-0.0,0.0,0.0001,-0.0001,0.0,0.0,inf,1.5,1.5
10.233,0.0022,-0.0,0.0,0.0001,-0.0001,0.0375,0.0046,inf,1.5,1.5
10.233,0.0022,-0.0,0.0,0.0001,-0.0001,0.0375,0.0046,inf,1.5,1.5
10.233,0.0022,-0.0,0.0,0.0001,-0.0001,0.0375,0.0046,inf,1.5,1.5
10.233,0.0022,-0.0,0.0,0.0001,-0.0001,0.0375,0.0046,inf,1.5,1.5
10.233,0.0022,-0.0,0.0,0.0001,-0.0001,0.0375,0.0046,inf,1.5,1.5
10.233,0.0022,-0.0,0.0,0.0001,-0.0001,0.0375,0.0046,inf,1.5,1.5
10.283,0.0022,-0.0,0.0,0.0001,-0.0002,0.0737,-0.0009,inf,1.5,1.5
10.3,0.0032,0.0,0.0,0.0522,0.0026,0.103,-0.0034,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1179,-0.0034,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1246,-0.0026,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1333,-0.0053,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1333,-0.0053,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1333,-0.0053,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1333,-0.0053,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1333,-0.0053,inf,1.5,1.5
10.333,0.0043,-0.0,0.0,0.0706,-0.0043,0.1333,-0.0053,inf,1.5,1.5
10.35,0.0068,-0.0,0.0,0.0813,-0.0024,0.1333,-0.0053,inf,1.5,1.5
10.4,0.0098,-0.0,0.0,0.0998,-0.0008,0.1579,-0.0005,inf,1.5,1.5
10.417,0.0138,-0.0,0.0,0.1305,0.0002,0.1634,-0.0009,inf,1.5,1.5
10.417,0.0138,-0.0,0.0,0.1305,0.0002,0.1749,0.0018,inf,1.5,1.5
10.417,0.0138,-0.0,0.0,0.1305,0.0002,0.1749,0.0018,inf,1.5,1.5
10.417,0.0138,-0.0,0.0,0.1305,0.0002,0.1749,0.0018,inf,1.5,1.5
10.417,0.0138,-0.0,0.0,0.1305,0.0002,0.1749,0.0018,inf,1.5,1.5
10.417,0.0138,-0.0,0.0,0.1305,0.0002,0.1749,0.0018,inf,1.5,1.5
10.417,0.0138,-0.0,0.0,0.1305,0.0002,0.1749,0.0018,inf,1.5,1.5
10.5,0.0234,-0.0,0.0,0.159,-0.0008,0.2059,-0.003,3.1382,1.5,1.5
10.5,0.0234,-0.0,0.0,0.159,-0.0008,0.2099,-0.0034,3.1382,1.5,1.5
10.517,0.0288,-0.0,0.0,0.1623,-0.0006,0.2117,-0.0039,3.1382,1.5,1.5
10.517,0.0288,-0.0,0.0,0.1623,-0.0006,0.213,0.0019,3.1276,1.5,1.5
10.533,0.0316,-0.0,0.0,0.1786,-0.0,0.2161,0.003,3.1276,1.5,1.5
10.533,0.0316,-0.0,0.0,0.1786,-0.0,0.2161,0.003,3.1276,1.5,1.5
10.533,0.0316,-0.0,0.0,0.1786,-0.0,0.2161,0.003,3.1276,1.5,1.5
10.533,0.0316,-0.0,0.0,0.1786,-0.0,0.2161,0.003,3.1276,1.5,1.5
10.533,0.0316,-0.0,0.0,0.1786,-0.0,0.2161,0.003,3.1276,1.5,1.5
10.533,0.0316,-0.0,0.0,0.1786,-0.0,0.2161,0.003,3.1276,1.5,1.5
10.533,0.0316,-0.0,0.0,0.1786,-0.0,0.2161,0.003,3.1276,1.5,1.5
