t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
51.367,10.3945,-0.4696,1.4239,0.0004,0.0183,0.0438,-0.0458,inf,1.1991,1.5
51.4,10.3945,-0.4696,1.4239,0.0003,0.0187,0.0425,-0.0389,inf,1.1991,1.5
51.4,10.3945,-0.4696,1.4239,0.0003,0.0187,0.0429,-0.0352,inf,1.1991,1.5
51.417,10.3945,-0.4696,1.4239,0.0003,-0.0006,0.0429,-0.0405,inf,1.1991,1.5
51.417,10.3945,-0.4696,1.4239,0.0003,-0.0006,0.0399,-0.044,inf,1.1996,1.5
51.417,10.3945,-0.4696,1.4239,0.0003,-0.0006,0.0381,-0.0517,inf,1.1996,1.5
51.45,10.3945,-0.4696,1.4239,-0.0005,0.0157,0.0396,-0.0542,inf,1.1996,1.5
51.45,10.3945,-0.4696,1.4239,-0.0005,0.0157,0.0396,-0.0445,inf,1.1996,1.5
51.467,10.3945,-0.4696,1.4239,-0.0003,0.0117,0.0451,-0.044,inf,1.1996,1.5
51.467,10.3945,-0.4696,1.4239,-0.0003,0.0117,0.0422,-0.0386,inf,1.1996,1.5
51.5,10.3945,-0.4696,1.4239,-0.0006,0.0162,0.0437,-0.0363,inf,1.1996,1.5
51.5,10.3945,-0.4696,1.4239,-0.0006,0.0162,0.0431,-0.0395,inf,1.1996,1.5
51.517,10.3946,-0.4696,1.424,-0.0012,0.0338,0.0423,-0.0351,inf,1.1996,1.5
51.517,10.3946,-0.4696,1.424,-0.0012,0.0338,0.045,-0.0355,inf,1.1996,1.5
51.533,10.3945,-0.4696,1.4239,0.0009,-0.0105,0.0449,-0.0242,inf,1.1996,1.5
51.533,10.3945,-0.4696,1.4239,0.0009,-0.0105,0.0419,-0.0499,inf,1.1996,1.5
51.533,10.3945,-0.4696,1.4239,0.0009,-0.0105,0.0446,-0.0582,inf,1.1996,1.5
51.567,10.3946,-0.4696,1.4242,-0.0022,0.0512,0.0451,-0.0633,inf,1.1996,1.5
51.583,10.3946,-0.4696,1.4243,-0.0007,0.0153,0.0444,-0.0277,inf,1.1996,1.5
51.583,10.3946,-0.4696,1.4243,-0.0007,0.0153,0.042,-0.0142,inf,1.1996,1.5
51.583,10.3946,-0.4696,1.4243,-0.0007,0.0153,0.0426,-0.0256,inf,1.1996,1.5
51.617,10.3946,-0.4697,1.4244,0.0001,0.0317,0.0403,-0.033,inf,1.1996,1.5
51.617,10.3946,-0.4697,1.4244,0.0001,0.0317,0.0395,-0.0358,inf,1.1996,1.5
51.633,10.3946,-0.4697,1.4245,0.0005,0.0321,0.0604,0.0039,inf,1.1996,1.5
51.633,10.3946,-0.4697,1.4245,0.0005,0.0321,0.0708,0.0173,inf,1.1996,1.5
51.633,10.3946,-0.4697,1.4245,0.0005,0.0321,0.0781,0.0237,inf,1.1996,1.5
51.667,10.3947,-0.4697,1.4248,-0.0039,0.0236,0.0818,0.023,inf,1.1996,1.5
