t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
10.867,0.0023,-0.0,0.0,0.0001,-0.0001,0.0,0.0,2.5713,1.5,1.5
10.867,0.0023,-0.0,0.0,0.0001,-0.0001,0.0375,0.0046,2.5713,1.5,1.5
10.867,0.0023,-0.0,0.0,0.0001,-0.0001,0.058,-0.0084,2.5713,1.5,1.5
10.9,0.0023,-0.0,0.0,0.0001,-0.0001,0.0737,-0.0009,2.5713,1.5,1.5
10.9,0.0023,-0.0,0.0,0.0001,-0.0001,0.0753,0.0065,2.5713,1.5,1.5
10.917,0.0023,-0.0,0.0,0.0001,-0.0001,0.0831,0.0042,2.5713,1.5,1.5
10.917,0.0023,-0.0,0.0,0.0001,-0.0001,0.0853,-0.0003,2.6225,1.5,1.5
10.917,0.0023,-0.0,0.0,0.0001,-0.0001,0.089,0.001,2.6225,1.5,1.5
10.95,0.0027,-0.0,0.0,0.0298,-0.002,0.0952,-0.0059,2.6225,1.5,1.5
10.967,0.0047,-0.0,0.0,0.0732,-0.0024,0.1058,-0.007,2.6225,1.5,1.5
10.967,0.0047,-0.0,0.0,0.0732,-0.0024,0.1248,-0.0069,2.6225,1.5,1.5
10.967,0.0047,-0.0,0.0,0.0732,-0.0024,0.1344,-0.0062,2.6225,1.5,1.5
11.0,0.006,-0.0,0.0,0.0829,0.0012,0.1367,-0.0018,2.6225,1.5,1.5
11.0,0.006,-0.0,0.0,0.0829,0.0012,0.1436,0.0008,2.6225,1.5,1.5
11.017,0.009,-0.0,0.0,0.0937,0.0022,0.1492,0.0028,2.6225,1.5,1.5
11.033,0.0108,-0.0,0.0,0.1184,-0.0011,0.1593,0.0011,2.6004,1.5,1.5
11.033,0.0108,-0.0,0.0,0.1184,-0.0011,0.1703,-0.0002,2.6004,1.5,1.5
11.033,0.0108,-0.0,0.0,0.1184,-0.0011,0.1789,-0.0017,2.6004,1.5,1.5
11.067,0.0129,-0.0,0.0,0.1311,0.0019,0.1802,-0.0027,2.6004,1.5,1.5
11.067,0.0129,-0.0,0.0,0.1311,0.0019,0.1877,-0.0009,2.6004,1.5,1.5
11.083,0.0176,-0.0,0.0,0.1476,0.0001,0.1898,0.0027,2.6004,1.5,1.5
