t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
14.133,0.003,-0.0,0.0,0.0001,-0.0,0.0,0.0,2.6623,1.5,1.5
14.133,0.003,-0.0,0.0,0.0001,-0.0,0.0375,0.0046,2.6623,1.5,1.5
14.167,0.0031,-0.0,0.0,0.0001,-0.0001,0.058,-0.0084,2.6623,1.5,1.5
14.167,0.0031,-0.0,0.0,0.0001,-0.0001,0.0737,-0.0009,2.6623,1.5,1.5
14.183,0.0031,-0.0,0.0,0.0001,-0.0002,0.0753,0.0065,2.6623,1.5,1.5
14.2,0.0034,-0.0,0.0,0.0298,-0.0018,0.0831,0.0042,2.6623,1.5,1.5
14.2,0.0034,-0.0,0.0,0.0298,-0.0018,0.0958,-0.0012,2.6623,1.5,1.5
14.2,0.0034,-0.0,0.0,0.0298,-0.0018,0.106,-0.0004,2.6623,1.5,1.5
14.233,0.0039,-0.0,0.0,0.036,0.0004,0.1056,-0.0064,2.6081,1.5,1.5
14.233,0.0039,-0.0,0.0,0.036,0.0004,0.1139,-0.0062,2.6081,1.5,1.5
14.25,0.006,-0.0,0.0,0.0735,-0.0008,0.1286,-0.0052,2.6081,1.5,1.5
14.25,0.006,-0.0,0.0,0.0735,-0.0008,0.1365,-0.0041,2.6081,1.5,1.5
14.25,0.006,-0.0,0.0,0.0735,-0.0008,0.1377,0.0004,2.6081,1.5,1.5
14.283,0.0073,-0.0,0.0,0.0811,-0.0008,0.1437,0.0011,2.6081,1.5,1.5
14.3,0.0106,-0.0,0.0,0.1046,0.0014,0.1452,0.0017,2.6081,1.5,1.5
14.3,0.0106,-0.0,0.0,0.1046,0.0014,0.1608,-0.0001,2.6081,1.5,1.5
14.3,0.0106,-0.0,0.0,0.1046,0.0014,0.1661,0.0005,2.6081,1.5,1.5
14.333,0.0125,-0.0,0.0,0.1236,-0.0009,0.1722,0.0,2.6203,1.5,1.5
14.333,0.0125,-0.0,0.0,0.1236,-0.0009,0.1776,-0.0018,2.6203,1.5,1.5
14.35,0.017,0.0,0.0,0.137,-0.0014,0.1882,-0.0029,2.6203,1.5,1.5
14.367,0.0193,-0.0,0.0,0.1434,-0.0001,0.1926,-0.0006,2.6203,1.5,1.5
14.367,0.0193,-0.0,0.0,0.1434,-0.0001,0.1979,-0.0038,2.6203,1.5,1.5
14.367,0.0193,-0.0,0.0,0.1434,-0.0001,0.2016,-0.0035,2.6203,1.5,1.5
14.4,0.0219,-0.0,0.0,0.1572,-0.0007,0.2038,-0.0047,2.6203,1.5,1.5
14.4,0.0219,-0.0,0.0,0.1572,-0.0007,0.2108,-0.0044,2.6203,1.5,1.5
14.417,0.0275,0.0,0.0,0.1759,0.0,0.224,-0.0048,2.6203,1.5,1.5
14.417,0.0275,0.0,0.0,0.1759,0.0,0.2246,-0.0038,2.6171,1.5,1.5
14.417,0.0275,0.0,0.0,0.1759,0.0,0.2291,-0.0041,2.6171,1.5,1.5
14.45,0.0305,0.0,0.0,0.1855,-0.0002,0.2325,-0.004,2.6171,1.5,1.5
14.467,0.037,0.0,0.0,0.2004,-0.0,0.2347,0.0017,2.6171,1.5,1.5
14.467,0.037,0.0,0.0,0.2004,-0.0,0.2422,0.0033,2.6171,1.5,1.5
14.467,0.037,0.0,0.0,0.2004,-0.0,0.2468,-0.0003,2.6171,1.5,1.5
14.5,0.0405,0.0,0.0,0.2086,0.0001,0.2505,0.0021,2.6171,1.5,1.5
14.5,0.0405,0.0,0.0,0.2086,0.0001,0.2573,0.0029,2.6171,1.5,1.5
14.517,0.0478,0.0,0.0,0.2238,-0.0001,0.2584,-0.0006,2.6171,1.5,1.5
14.517,0.0478,0.0,0.0,0.2238,-0.0001,0.267,-0.001,2.6464,1.5,1.5
14.533,0.0516,0.0,0.0,0.2308,-0.0002,0.2744,0.0007,2.6464,1.5,1.5
14.533,0.0516,0.0,0.0,0.2308,-0.0002,0.2812,0.0013,2.6464,1.5,1.5
14.533,0.0516,0.0,0.0,0.2308,-0.0002,0.2812,-0.0051,2.6464,1.5,1.5
14.567,0.0555,0.0,0.0,0.2339,-0.0015,0.2851,-0.0009,2.6464,1.5,1.5
14.583,0.0636,0.0,0.0,0.2492,-0.0014,0.2868,-0.002,2.6464,1.5,1.5
14.583,0.0636,0.0,0.0,0.2492,-0.0014,0.2956,-0.0029,2.6464,1.5,1.5
14.583,0.0636,0.0,0.0,0.2492,-0.0014,0.2986,0.0001,2.6464,1.5,1.5
14.617,0.0678,0.0,0.0,0.2557,-0.0008,0.2993,-0.0028,2.6464,1.5,1.5
14.633,0.0767,0.0,0.0,0.2725,-0.0011,0.3027,-0.0013,2.6133,1.5,1.5
14.633,0.0767,0.0,0.0,0.2725,-0.0011,0.3091,-0.0024,2.6133,1.5,1.5
14.633,0.0767,0.0,0.0,0.2725,-0.0011,0.313,-0.0044,2.6133,1.5,1.5
14.667,0.0813,0.0,0.0,0.2795,0.001,0.3151,-0.001,2.6133,1.5,1.5
14.667,0.0813,0.0,0.0,0.2795,0.001,0.319,-0.0016,2.6133,1.5,1.5
14.683,0.0907,0.0,0.0,0.2864,0.0002,0.3199,-0.0035,2.6133,1.5,1.5
14.7,0.0956,0.0,0.0,0.2963,-0.0011,0.3239,-0.0053,2.6133,1.5,1.5
14.7,0.0956,0.0,0.0,0.2963,-0.0011,0.3315,-0.0027,2.6133,1.5,1.5
14.7,0.0956,0.0,0.0,0.2963,-0.0011,0.3351,-0.0034,2.6133,1.5,1.5
14.733,0.1006,0.0,0.0,0.2988,0.0002,0.3336,-0.0058,2.6139,1.5,1.5
14.733,0.1006,0.0,0.0,0.2988,0.0002,0.3343,-0.0034,2.6139,1.5,1.5
