t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
10.667,0.0023,-0.0,0.0,0.0001,-0.0001,0.0,0.0,2.6249,1.5,1.5
10.683,0.0023,-0.0,0.0,0.0001,-0.0,0.125,-0.0263,2.6249,1.5,1.5
10.7,0.0023,-0.0,0.0,0.0001,-0.0001,0.2105,-0.0263,2.6249,1.5,1.5
10.7,0.0023,-0.0,0.0,0.0001,-0.0001,0.2105,-0.0263,2.6249,1.5,1.5
10.7,0.0023,-0.0,0.0,0.0001,-0.0001,0.2105,-0.0263,2.6249,1.5,1.5
10.733,0.0043,-0.0,0.0,0.0936,-0.0289,0.2105,-0.0263,2.6467,1.5,1.5
10.733,0.0043,-0.0,0.0,0.0936,-0.0289,0.2105,-0.0263,2.6467,1.5,1.5
10.75,0.0065,-0.0,0.0,0.138,0.0039,0.1579,-0.0263,2.6467,1.5,1.5
10.75,0.0065,-0.0,0.0,0.138,0.0039,0.1579,-0.0263,2.6467,1.5,1.5
10.75,0.0065,-0.0,0.0,0.138,0.0039,0.1579,-0.0263,2.6467,1.5,1.5
10.783,0.0125,-0.0001,0.0,0.2005,-0.0003,0.2105,-0.0263,2.6467,1.5,1.5
10.8,0.0155,-0.0001,0.0,0.1668,0.0061,0.2105,-0.0263,2.6467,1.5,1.5
10.8,0.0155,-0.0001,0.0,0.1668,0.0061,0.2105,-0.0263,2.6467,1.5,1.5
10.8,0.0155,-0.0001,0.0,0.1668,0.0061,0.2105,-0.0263,2.6467,1.5,1.5
10.833,0.0209,-0.0,0.0,0.1582,0.0049,0.2105,-0.0263,2.5668,1.5,1.5
10.833,0.0209,-0.0,0.0,0.1582,0.0049,0.2105,-0.0263,2.5668,1.5,1.5
10.85,0.0239,-0.0,0.0,0.1896,0.0124,0.2105,-0.0263,2.5668,1.5,1.5
10.867,0.0272,-0.0,0.0,0.2064,-0.0011,0.2105,-0.0263,2.5668,1.5,1.5
10.867,0.0272,-0.0,0.0,0.2064,-0.0011,0.2368,-0.0263,2.5668,1.5,1.5
10.867,0.0272,-0.0,0.0,0.2064,-0.0011,0.2368,-0.0263,2.5668,1.5,1.5
10.9,0.0342,-0.0,0.0,0.2104,0.0029,0.2368,-0.0263,2.5668,1.5,1.5
