t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
10.95,0.0024,-0.0,0.0,0.0001,-0.0001,0.0,0.0,2.6225,1.5,1.5
10.967,0.0024,-0.0,0.0,0.0001,-0.0001,0.125,-0.0263,2.6225,1.5,1.5
10.967,0.0024,-0.0,0.0,0.0001,-0.0001,0.2105,-0.0263,2.6225,1.5,1.5
10.967,0.0024,-0.0,0.0,0.0001,-0.0001,0.2105,-0.0263,2.6225,1.5,1.5
11.0,0.0024,-0.0,0.0,0.0001,-0.0001,0.2105,-0.0263,2.6225,1.5,1.5
11.017,0.0031,-0.0,0.0,0.0465,-0.0047,0.2105,-0.0263,2.6225,1.5,1.5
11.017,0.0031,-0.0,0.0,0.0465,-0.0047,0.2105,-0.0263,2.6004,1.5,1.5
11.033,0.0045,-0.0,0.0,0.0925,-0.0008,0.2105,-0.0263,2.6004,1.5,1.5
11.033,0.0045,-0.0,0.0,0.0925,-0.0008,0.2105,-0.0263,2.6004,1.5,1.5
11.033,0.0045,-0.0,0.0,0.0925,-0.0008,0.2105,-0.0263,2.6004,1.5,1.5
11.067,0.0095,-0.0001,0.0,0.1802,0.0163,0.2105,-0.0263,2.6004,1.5,1.5
11.083,0.0128,-0.0001,0.0,0.2014,0.0003,0.2105,-0.0263,2.6004,1.5,1.5
11.083,0.0128,-0.0001,0.0,0.2014,0.0003,0.2105,-0.0263,2.6004,1.5,1.5
11.083,0.0128,-0.0001,0.0,0.2014,0.0003,0.2105,-0.0263,2.6004,1.5,1.5
11.117,0.0197,-0.0001,0.0,0.2102,0.0049,0.2105,-0.0263,2.6004,1.5,1.5
11.117,0.0197,-0.0001,0.0,0.2102,0.0049,0.3158,-0.0263,2.6234,1.5,1.5
11.133,0.0232,-0.0,0.0,0.2105,0.0052,0.4408,-0.0263,2.6234,1.5,1.5
11.133,0.0232,-0.0,0.0,0.2105,0.0052,0.4474,-0.0263,2.6234,1.5,1.5
11.133,0.0232,-0.0,0.0,0.2105,0.0052,0.4474,-0.0263,2.6234,1.5,1.5
11.167,0.0303,-0.0,0.0,0.2106,0.0038,0.5,-0.0263,2.6234,1.5,1.5
11.183,0.0345,-0.0001,0.0,0.2574,0.0098,0.5,-0.0263,2.6234,1.5,1.5
11.183,0.0345,-0.0001,0.0,0.2574,0.0098,0.5,-0.0263,2.6234,1.5,1.5
