t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
10.367,0.0022,-0.0,0.0,0.0001,-0.0005,0.0,0.0,2.6213,1.5,1.5
10.367,0.0022,-0.0,0.0,0.0001,-0.0005,0.0,0.0,2.6213,1.5,1.5
10.4,0.0022,0.0,0.0,0.0001,0.0004,0.125,-0.0263,2.6213,1.5,1.5
10.4,0.0022,0.0,0.0,0.0001,0.0004,0.2105,-0.0263,2.6213,1.5,1.5
10.417,0.0022,0.0,0.0,0.0001,0.0004,0.2105,-0.0263,2.6213,1.5,1.5
10.417,0.0022,0.0,0.0,0.0001,0.0004,0.2105,-0.0263,2.6152,1.5,1.5
10.417,0.0022,0.0,0.0,0.0001,0.0004,0.2105,-0.0263,2.6152,1.5,1.5
10.45,0.0022,-0.0,0.0,0.0001,-0.0005,0.2105,-0.0263,2.6152,1.5,1.5
10.467,0.0044,-0.0,0.0,0.0932,-0.0104,0.2105,-0.0263,2.6152,1.5,1.5
10.467,0.0044,-0.0,0.0,0.0932,-0.0104,0.2105,-0.0263,2.6152,1.5,1.5
10.467,0.0044,-0.0,0.0,0.0932,-0.0104,0.2105,-0.0263,2.6152,1.5,1.5
10.5,0.0066,-0.0001,0.0,0.1381,0.0048,0.2105,-0.0263,2.6152,1.5,1.5
10.5,0.0066,-0.0001,0.0,0.1381,0.0048,0.2105,-0.0263,2.6152,1.5,1.5
10.517,0.0126,-0.0001,0.0,0.2011,-0.001,0.2105,-0.0263,2.6152,1.5,1.5
10.533,0.0161,-0.0001,0.0,0.2086,0.0066,0.3355,-0.0263,2.6062,1.5,1.5
10.533,0.0161,-0.0001,0.0,0.2086,0.0066,0.3421,-0.0263,2.6062,1.5,1.5
10.533,0.0161,-0.0001,0.0,0.2086,0.0066,0.4671,-0.0263,2.6062,1.5,1.5
10.567,0.0196,-0.0001,0.0,0.2102,0.0053,0.4737,-0.0263,2.6062,1.5,1.5
10.567,0.0196,-0.0001,0.0,0.2102,0.0053,0.4737,-0.0263,2.6062,1.5,1.5
10.583,0.0266,-0.0,0.0,0.2106,0.0046,0.5,-0.0263,2.6062,1.5,1.5
10.583,0.0266,-0.0,0.0,0.2106,0.0046,0.5,-0.0263,2.6062,1.5,1.5
10.583,0.0266,-0.0,0.0,0.2106,0.0046,0.5,-0.0263,2.6062,1.5,1.5
10.617,0.0307,-0.0001,0.0,0.2563,0.0122,0.5,-0.0263,2.6062,1.5,1.5
10.633,0.0414,-0.0002,0.0015,0.3539,0.0067,0.5,-0.0263,2.6204,1.5,1.5
10.633,0.0414,-0.0002,0.0015,0.3539,0.0067,0.5,-0.0263,2.6204,1.5,1.5
10.633,0.0414,-0.0002,0.0015,0.3539,0.0067,0.5,-0.0263,2.6204,1.5,1.5
10.667,0.048,-0.0003,0.0022,0.4046,0.0161,0.5,-0.0263,2.6204,1.5,1.5
10.667,0.048,-0.0003,0.0022,0.4046,0.0161,0.5,-0.0263,2.6204,1.5,1.5
10.683,0.0632,-0.0005,0.0035,0.4794,0.0384,0.5,-0.0263,2.6204,1.5,1.5
10.7,0.0713,-0.0005,0.004,0.4938,0.0331,0.5,-0.0263,2.6204,1.5,1.5
10.7,0.0713,-0.0005,0.004,0.4938,0.0331,0.5,-0.0263,2.6204,1.5,1.5
10.7,0.0713,-0.0005,0.004,0.4938,0.0331,0.5,-0.0263,2.6204,1.5,1.5
10.733,0.0796,-0.0005,0.0044,0.4992,0.0275,0.5,-0.0263,2.6204,1.5,1.5
10.733,0.0796,-0.0005,0.0044,0.4992,0.0275,0.5,-0.0263,2.6204,1.5,1.5
10.75,0.0963,-0.0005,0.0049,0.5005,0.0196,0.5,-0.0263,2.6204,1.5,1.5
10.75,0.0963,-0.0005,0.0049,0.5005,0.0196,0.5,-0.0263,2.6204,1.5,1.5
10.75,0.0963,-0.0005,0.0049,0.5005,0.0196,0.5,-0.0263,2.6204,1.5,1.5
10.783,0.1046,-0.0005,0.0052,0.5006,0.0202,0.5,-0.0263,2.6204,1.5,1.5
10.8,0.1213,-0.0005,0.0056,0.5009,0.0172,0.5,-0.0263,2.6204,1.5,1.5
10.8,0.1213,-0.0005,0.0056,0.5009,0.0172,0.5,-0.0263,2.6204,1.5,1.5
10.8,0.1213,-0.0005,0.0056,0.5009,0.0172,0.5,-0.0263,2.6204,1.5,1.5
10.833,0.1297,-0.0005,0.0058,0.5008,0.0157,0.5,-0.0263,2.5355,1.5,1.5
