t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
13.533,0.0029,-0.0,0.0,0.0001,-0.0003,0.0,0.0,2.62,1.5,1.5
13.533,0.0029,-0.0,0.0,0.0001,-0.0003,0.0375,0.0046,2.62,1.5,1.5
13.533,0.0029,-0.0,0.0,0.0001,-0.0003,0.058,-0.0084,2.62,1.5,1.5
13.567,0.0029,-0.0,0.0,0.0001,0.0001,0.0737,-0.0009,2.62,1.5,1.5
13.583,0.0029,-0.0,0.0,0.0001,0.0001,0.0753,0.0065,2.62,1.5,1.5
13.583,0.0029,-0.0,0.0,0.0001,0.0001,0.0831,0.0042,2.62,1.5,1.5
13.583,0.0029,-0.0,0.0,0.0001,0.0001,0.0853,-0.0003,2.62,1.5,1.5
13.617,0.0032,-0.0,0.0,0.0298,-0.002,0.089,0.001,2.62,1.5,1.5
13.633,0.0053,-0.0,0.0,0.0732,-0.0023,0.0952,-0.0059,2.6458,1.5,1.5
13.633,0.0053,-0.0,0.0,0.0732,-0.0023,0.1198,-0.007,2.6458,1.5,1.5
13.633,0.0053,-0.0,0.0,0.0732,-0.0023,0.1327,-0.0068,2.6458,1.5,1.5
13.633,0.0053,-0.0,0.0,0.0732,-0.0023,0.1399,-0.0061,2.6458,1.5,1.5
13.667,0.0066,0.0,-0.0,0.0828,0.0014,0.1422,0.0002,2.6458,1.5,1.5
13.683,0.0094,0.0,-0.0,0.0882,0.0005,0.1466,0.0018,2.6458,1.5,1.5
13.683,0.0094,0.0,-0.0,0.0882,0.0005,0.1492,0.0022,2.6458,1.5,1.5
13.7,0.0112,0.0,0.0,0.1131,0.0002,0.166,-0.0005,2.6458,1.5,1.5
13.7,0.0112,0.0,0.0,0.1131,0.0002,0.1723,-0.0004,2.6458,1.5,1.5
13.7,0.0112,0.0,0.0,0.1131,0.0002,0.1789,-0.0012,2.6013,1.5,1.5
13.733,0.0132,0.0,0.0,0.1287,0.0004,0.1833,-0.0019,2.6013,1.5,1.5
13.75,0.0179,0.0,0.0,0.1452,-0.0005,0.1887,-0.0014,2.6013,1.5,1.5
13.75,0.0179,0.0,0.0,0.1452,-0.0005,0.1954,0.0015,2.6013,1.5,1.5
13.75,0.0179,0.0,0.0,0.1452,-0.0005,0.1997,-0.0019,2.6013,1.5,1.5
13.783,0.0203,0.0,0.0,0.1484,-0.0011,0.2036,-0.0026,2.6013,1.5,1.5
13.783,0.0203,0.0,0.0,0.1484,-0.0011,0.2066,-0.0048,2.6013,1.5,1.5
13.8,0.0259,0.0,0.0,0.1764,-0.0003,0.2194,-0.0037,2.6013,1.5,1.5
13.8,0.0259,0.0,0.0,0.1764,-0.0003,0.2293,-0.0041,2.6013,1.5,1.5
13.833,0.0289,0.0,0.0,0.1862,-0.0005,0.2283,-0.0029,2.6235,1.5,1.5
13.833,0.0289,0.0,0.0,0.1862,-0.0005,0.2343,-0.0033,2.6235,1.5,1.5
13.85,0.0354,0.0,0.0,0.1984,0.0002,0.2357,-0.0037,2.6235,1.5,1.5
13.85,0.0354,0.0,0.0,0.1984,0.0002,0.241,0.0018,2.6235,1.5,1.5
13.867,0.0387,0.0,0.0,0.2049,-0.0,0.2473,0.003,2.6235,1.5,1.5
13.867,0.0387,0.0,0.0,0.2049,-0.0,0.2516,-0.0005,2.6235,1.5,1.5
13.9,0.0423,0.0,0.0,0.2164,-0.0003,0.2547,0.0021,2.6235,1.5,1.5
13.9,0.0423,0.0,0.0,0.2164,-0.0003,0.2624,0.0023,2.6235,1.5,1.5
13.917,0.0498,0.0,0.0,0.2326,-0.0003,0.2641,-0.0012,2.6235,1.5,1.5
13.917,0.0498,0.0,0.0,0.2326,-0.0003,0.2734,-0.002,2.6714,1.5,1.5
13.917,0.0498,0.0,0.0,0.2326,-0.0003,0.2788,-0.0003,2.6714,1.5,1.5
13.95,0.0537,0.0,0.0,0.2351,-0.0,0.2844,0.0003,2.6714,1.5,1.5
13.95,0.0537,0.0,0.0,0.2351,-0.0,0.2844,-0.0068,2.6714,1.5,1.5
13.967,0.0619,0.0,0.0,0.2503,0.0001,0.2928,-0.0022,2.6714,1.5,1.5
13.967,0.0619,0.0,0.0,0.2503,0.0001,0.2974,-0.0031,2.6714,1.5,1.5
