t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
9.45,0.002,-0.0,0.0,0.0001,0.0001,0.0,0.0,2.6312,1.5,1.5
9.467,0.002,-0.0,0.0,0.0001,0.0001,0.125,-0.0263,2.6312,1.5,1.5
9.467,0.002,-0.0,0.0,0.0001,0.0001,0.2368,-0.0263,2.6312,1.5,1.5
9.467,0.002,-0.0,0.0,0.0001,0.0001,0.2368,-0.0263,2.6312,1.5,1.5
9.5,0.002,-0.0,0.0,0.0001,-0.0002,0.2368,-0.0263,2.6312,1.5,1.5
9.5,0.002,-0.0,0.0,0.0001,-0.0002,0.2368,-0.0263,2.6312,1.5,1.5
9.517,0.002,-0.0,0.0,0.0001,-0.0001,0.2368,-0.0263,2.6312,1.5,1.5
9.533,0.0028,-0.0,0.0,0.0466,-0.0023,0.2368,-0.0263,2.6279,1.5,1.5
9.533,0.0028,-0.0,0.0,0.0466,-0.0023,0.2368,-0.0263,2.6279,1.5,1.5
9.533,0.0028,-0.0,0.0,0.0466,-0.0023,0.2368,-0.0263,2.6279,1.5,1.5
9.567,0.0042,-0.0,0.0,0.0929,0.0167,0.2368,-0.0263,2.6279,1.5,1.5
9.567,0.0042,-0.0,0.0,0.0929,0.0167,0.2368,-0.0263,2.6279,1.5,1.5
9.583,0.0093,-0.0001,0.0007,0.1843,0.0127,0.2368,-0.0263,2.6279,1.5,1.5
9.583,0.0093,-0.0001,0.0007,0.1843,0.0127,0.2368,-0.0263,2.6279,1.5,1.5
9.583,0.0093,-0.0001,0.0007,0.1843,0.0127,0.2368,-0.0263,2.6279,1.5,1.5
9.617,0.0128,-0.0002,0.0,0.2147,0.0192,0.2368,-0.0263,2.6279,1.5,1.5
9.633,0.0205,-0.0002,0.001,0.2355,0.0089,0.2368,-0.0263,2.5954,1.5,1.5
9.633,0.0205,-0.0002,0.001,0.2355,0.0089,0.2368,-0.0263,2.5954,1.5,1.5
9.633,0.0205,-0.0002,0.001,0.2355,0.0089,0.2368,-0.0263,2.5954,1.5,1.5
9.667,0.0244,-0.0002,0.001,0.2367,0.0087,0.2368,-0.0263,2.5954,1.5,1.5
9.667,0.0244,-0.0002,0.001,0.2367,0.0087,0.2368,-0.0263,2.5954,1.5,1.5
9.667,0.0244,-0.0002,0.001,0.2367,0.0087,0.2368,-0.0263,2.5954,1.5,1.5
9.683,0.0323,-0.0002,0.0007,0.237,0.0076,0.2368,-0.0263,2.5954,1.5,1.5
9.683,0.0323,-0.0002,0.0007,0.237,0.0076,0.2368,-0.0263,2.5954,1.5,1.5
9.7,0.0362,-0.0001,0.0007,0.237,0.0074,0.2368,-0.0263,2.5954,1.5,1.5
9.7,0.0362,-0.0001,0.0007,0.237,0.0074,0.2368,-0.0263,2.5954,1.5,1.5
9.7,0.0362,-0.0001,0.0007,0.237,0.0074,0.2368,-0.0263,2.6491,1.5,1.5
9.733,0.0402,-0.0001,0.0007,0.2369,0.0071,0.3618,-0.0263,2.6491,1.5,1.5
9.75,0.0481,-0.0001,0.0007,0.2369,0.006,0.4737,-0.0263,2.6491,1.5,1.5
9.75,0.0481,-0.0001,0.0007,0.2369,0.006,0.5,-0.0263,2.6491,1.5,1.5
9.75,0.0481,-0.0001,0.0007,0.2369,0.006,0.5,-0.0263,2.6491,1.5,1.5
9.783,0.052,-0.0001,0.0,0.2369,0.0053,0.5,-0.0263,2.6491,1.5,1.5
9.783,0.052,-0.0001,0.0,0.2369,0.0053,0.5,-0.0263,2.6491,1.5,1.5
9.8,0.06,-0.0001,0.001,0.237,0.0042,0.5,-0.0263,2.6491,1.5,1.5
9.8,0.06,-0.0001,0.001,0.237,0.0042,0.5,-0.0263,2.6491,1.5,1.5
9.8,0.06,-0.0001,0.001,0.237,0.0042,0.5,-0.0263,2.5938,1.5,1.5
9.833,0.0639,-0.0001,0.0,0.237,0.0037,0.5,-0.0263,2.5938,1.5,1.5
9.85,0.0739,-0.0002,0.0014,0.3289,0.0057,0.5,-0.0263,2.5938,1.5,1.5
