t,x,y,yaw,odom_vx,odom_wz,cmd_vx,cmd_wz,scan_ahead,us_left,us_right
15.667,0.0034,-0.0,0.0,0.0001,-0.0001,0.0,0.0,3.1574,1.5,1.5
15.667,0.0034,-0.0,0.0,0.0001,-0.0001,0.125,-0.0263,3.1574,1.5,1.5
15.683,0.0034,-0.0,0.0,0.0001,-0.0001,0.25,-0.0263,3.1574,1.5,1.5
15.7,0.0034,-0.0,0.0,0.0001,-0.0001,0.375,-0.0263,3.1574,1.5,1.5
15.7,0.0034,-0.0,0.0,0.0001,-0.0001,0.5,-0.0263,3.1574,1.5,1.5
15.7,0.0034,-0.0,0.0,0.0001,-0.0001,0.5,-0.0263,3.1574,1.5,1.5
15.733,0.0056,-0.0,0.0,0.0928,0.018,0.5,-0.0263,3.1731,1.5,1.5
15.75,0.0078,-0.0001,0.0,0.1373,-0.0034,0.5,-0.0263,3.1731,1.5,1.5
15.75,0.0078,-0.0001,0.0,0.1373,-0.0034,0.5,-0.0263,3.1731,1.5,1.5
15.75,0.0078,-0.0001,0.0,0.1373,-0.0034,0.5,-0.0263,3.1731,1.5,1.5
15.783,0.0146,-0.0002,0.0007,0.2294,-0.0064,0.5,-0.0263,3.1731,1.5,1.5
15.783,0.0146,-0.0002,0.0007,0.2294,-0.0064,0.5,-0.0263,3.1731,1.5,1.5
15.8,0.0192,-0.0002,0.0007,0.276,-0.0223,0.5,-0.0263,3.1731,1.5,1.5
15.8,0.0192,-0.0002,0.0007,0.276,-0.0223,0.5,-0.0263,3.1731,1.5,1.5
15.8,0.0192,-0.0002,0.0007,0.276,-0.0223,0.5,-0.0263,3.0918,1.5,1.5
15.833,0.0306,-0.0002,0.001,0.3745,0.0044,0.5,-0.0263,3.0918,1.5,1.5
15.85,0.0375,-0.0003,0.0014,0.4247,0.0161,0.5,-0.0263,3.0918,1.5,1.5
15.85,0.0375,-0.0003,0.0014,0.4247,0.0161,0.5,-0.0263,3.0918,1.5,1.5
15.867,0.045,-0.0003,0.0018,0.464,0.0247,0.5,-0.0263,3.0918,1.5,1.5
15.867,0.045,-0.0003,0.0018,0.464,0.0247,0.5,-0.0263,3.0918,1.5,1.5
15.867,0.045,-0.0003,0.0018,0.464,0.0247,0.5,-0.0263,3.0918,1.5,1.5
15.9,0.0613,-0.0004,0.0025,0.4975,0.0222,0.5,-0.0263,3.0918,1.5,1.5
15.9,0.0613,-0.0004,0.0025,0.4975,0.0222,0.5,-0.0263,3.0918,1.5,1.5
15.917,0.0696,-0.0004,0.0028,0.4997,0.0166,0.5,-0.0263,3.0918,1.5,1.5
15.917,0.0696,-0.0004,0.0028,0.4997,0.0166,0.5,-0.0263,3.1074,1.5,1.5
15.95,0.0863,-0.0004,0.0032,0.5004,0.0147,0.5,-0.0263,3.1074,1.5,1.5
15.95,0.0863,-0.0004,0.0032,0.5004,0.0147,0.4737,-0.0263,3.1074,1.5,1.5
